size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,4,2.817,25.772,2.733,76.438,0.001,107.760
41000,4,2.284,25.928,3.262,76.649,0.001,108.124
41000,4,1.529,25.853,2.934,76.569,0.001,106.886
41000,4,1.449,25.712,2.922,77.304,0.001,107.388
41000,4,1.457,25.877,3.050,76.448,0.001,106.835
41000,4,1.475,25.952,3.043,75.778,0.001,106.249
41000,4,1.490,25.809,2.962,76.861,0.001,107.122
