size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,1,4.570,246.457,2.451,18.254,0.046,271.778
41000,1,4.470,246.870,2.197,19.126,0.002,272.665
41000,1,4.412,250.698,2.187,18.745,0.004,276.045
41000,1,4.436,246.429,2.132,18.946,0.002,271.945
41000,1,4.441,247.288,2.157,18.613,0.002,272.501
41000,1,4.434,247.312,2.141,18.775,0.002,272.664
41000,1,4.443,247.280,2.151,18.860,0.003,272.737
