size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,4,3.130,27.682,5.152,70.336,0.047,106.347
48000,4,3.127,27.777,5.182,70.699,0.047,106.832
48000,4,3.155,27.841,5.091,69.492,0.047,105.626
48000,4,3.156,27.850,5.173,70.514,0.047,106.741
48000,4,3.134,27.715,5.009,69.914,0.010,105.780
48000,4,3.146,27.633,5.081,69.701,0.047,105.608
48000,4,3.134,27.704,5.099,70.318,0.047,106.302
