size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,0,6.120,338.960,0.000,0.000,0.000,345.080
48000,0,3.710,346.030,0.000,0.000,0.010,349.750
48000,0,4.170,344.040,0.000,0.000,0.010,348.220
48000,0,2.650,342.390,0.000,0.000,0.010,345.050
48000,0,2.640,345.100,0.000,0.000,0.000,347.740
48000,0,2.640,342.670,0.000,0.000,0.000,345.310
48000,0,2.630,344.690,0.000,0.000,0.010,347.330
