size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,8,3.637,12.773,7.186,125.600,0.010,149.206
48000,8,3.643,12.717,7.495,125.325,0.009,149.189
48000,8,3.634,12.740,7.457,125.681,0.010,149.521
48000,8,3.643,12.739,7.406,125.463,0.009,149.259
48000,8,3.631,12.704,7.289,125.756,0.009,149.389
48000,8,3.642,12.845,7.109,125.743,0.047,149.386
48000,8,3.634,12.752,7.016,125.986,0.047,149.435
