| Version  | Processes |    ReadFromFile    |       Tarjan       |   communication    |    Aggregation     |     WriteToFile      |      Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |     1     | 5.554285714285714  | 418.5885714285714  |         0          |         0          | 0.008571428571428572 | 424.15142857142865 |        1.0         |         1.0         |
| Parallel |     1     | 7.728142857142856  | 424.45199999999994 | 7.0117142857142865 | 43.62228571428572  | 0.04357142857142857  | 482.8578571428571  | 0.8784188189070729 |  0.8784188189070729 |
| Parallel |     2     | 5.399714285714286  | 134.94857142857143 | 7.068428571428571  | 80.50942857142857  | 0.03514285714285714  | 227.9612857142857  | 1.8606292171164407 |  0.9303146085582203 |
| Parallel |     4     |       3.899        | 35.954142857142855 | 5.859285714285713  | 104.01257142857142 | 0.02885714285714286  | 149.7534285714286  | 2.832332004800272  |  0.708083001200068  |
| Parallel |     8     | 3.6377142857142855 | 12.752857142857144 | 7.279714285714285  | 125.65057142857142 | 0.020142857142857146 | 149.34071428571428 | 2.840159367123118  | 0.35501992089038975 |
