size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,0,2.660,138.780,0.000,0.000,0.000,141.440
32000,0,1.300,138.690,0.000,0.000,0.000,139.990
32000,0,1.230,137.330,0.000,0.000,0.050,138.610
32000,0,1.220,138.330,0.000,0.000,0.000,139.550
32000,0,1.220,139.120,0.000,0.000,0.010,140.350
32000,0,1.230,137.820,0.000,0.000,0.000,139.050
32000,0,1.240,138.570,0.000,0.000,0.000,139.810
