size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,8,1.572,5.354,2.011,57.456,0.001,66.394
32000,8,1.064,5.349,2.293,57.156,0.001,65.862
32000,8,0.731,5.349,1.989,57.187,0.001,65.257
32000,8,0.624,5.394,1.977,57.520,0.001,65.516
32000,8,0.623,5.348,2.001,57.325,0.001,65.299
32000,8,0.619,5.386,1.997,56.904,0.001,64.907
32000,8,0.627,5.381,1.902,57.154,0.001,65.065
