size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,0,3.130,174.100,0.000,0.000,0.050,177.280
32000,0,2.090,172.550,0.000,0.000,0.010,174.650
32000,0,2.080,170.460,0.000,0.000,0.000,172.540
32000,0,2.080,171.000,0.000,0.000,0.010,173.090
32000,0,2.090,169.530,0.000,0.000,0.000,171.620
32000,0,2.090,172.670,0.000,0.000,0.000,174.760
32000,0,2.070,169.590,0.000,0.000,0.000,171.660
