size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,2,1.761,44.984,1.562,25.233,0.001,73.542
32000,2,0.986,44.757,1.591,25.188,0.001,72.523
32000,2,0.943,44.956,1.574,25.133,0.001,72.607
32000,2,0.923,44.965,1.596,25.142,0.001,72.626
32000,2,0.925,44.746,1.568,25.322,0.001,72.562
32000,2,0.924,44.847,1.575,25.263,0.001,72.610
32000,2,0.923,45.001,1.601,25.111,0.001,72.637
