size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,0,2.720,139.180,0.000,0.000,0.000,141.900
32000,0,1.350,141.450,0.000,0.000,0.000,142.800
32000,0,1.270,139.440,0.000,0.000,0.000,140.710
32000,0,1.280,139.590,0.000,0.000,0.000,140.870
32000,0,1.300,139.330,0.000,0.000,0.000,140.630
32000,0,1.280,139.230,0.000,0.000,0.000,140.510
32000,0,1.290,139.510,0.000,0.000,0.000,140.800
