size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
24000,1,1.563,68.264,0.826,6.048,0.001,76.702
24000,1,0.724,68.315,0.830,6.055,0.001,75.924
24000,1,0.687,68.263,0.824,6.051,0.001,75.825
24000,1,0.676,68.618,0.839,6.049,0.001,76.183
24000,1,0.674,79.631,0.845,7.092,0.001,88.242
24000,1,0.753,68.326,0.825,6.058,0.001,75.963
24000,1,0.678,68.435,0.824,6.057,0.001,75.994
