size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
24000,2,0.999,22.733,0.882,14.474,0.001,39.089
24000,2,0.532,22.620,0.894,14.506,0.001,38.552
24000,2,0.511,22.741,0.874,14.539,0.001,38.666
24000,2,0.502,22.738,0.882,14.454,0.001,38.576
24000,2,0.499,22.720,0.877,14.572,0.001,38.669
24000,2,0.506,22.709,0.888,14.656,0.001,38.759
24000,2,0.499,22.656,0.877,14.492,0.001,38.526
