size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,0,2.580,140.530,0.000,0.000,0.000,143.110
32000,0,1.240,140.710,0.000,0.000,0.000,141.950
32000,0,1.160,140.820,0.000,0.000,0.010,141.990
32000,0,1.150,140.440,0.000,0.000,0.010,141.600
32000,0,1.150,141.400,0.000,0.000,0.000,142.550
32000,0,1.140,139.970,0.000,0.000,0.000,141.110
32000,0,1.140,140.140,0.000,0.000,0.000,141.280
