size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,1,2.682,141.615,1.330,10.512,0.001,156.140
32000,1,2.637,141.159,1.289,10.482,0.001,155.568
32000,1,1.120,141.847,1.285,10.370,0.001,154.622
32000,1,1.130,142.100,1.290,10.414,0.001,154.935
32000,1,1.125,142.839,1.285,10.506,0.001,155.756
32000,1,1.118,142.025,1.283,10.476,0.001,154.903
32000,1,1.125,142.400,1.290,10.408,0.001,155.223
