size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,4,1.390,11.255,1.247,31.055,0.001,44.947
32000,4,0.768,11.242,1.295,31.458,0.001,44.763
32000,4,0.587,11.265,1.256,31.878,0.001,44.987
32000,4,0.418,11.268,1.231,31.091,0.001,44.008
32000,4,0.408,11.235,1.228,31.399,0.001,44.271
32000,4,0.429,11.223,1.231,31.779,0.001,44.663
32000,4,0.410,11.314,1.273,31.146,0.001,44.144
