size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
32000,8,1.375,3.991,1.785,38.034,0.001,45.186
32000,8,0.821,4.041,1.810,38.157,0.001,44.829
32000,8,0.458,4.075,1.524,38.116,0.001,44.175
32000,8,0.379,4.053,1.635,38.264,0.001,44.331
32000,8,0.376,4.083,1.621,38.065,0.001,44.146
32000,8,0.379,4.067,1.639,38.394,0.001,44.481
32000,8,0.382,4.078,1.616,38.260,0.001,44.336
