size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
24000,8,0.777,1.975,0.911,20.892,0.001,24.556
24000,8,0.213,2.031,0.858,20.851,0.001,23.954
24000,8,0.209,2.027,0.905,20.894,0.001,24.036
24000,8,0.206,2.016,0.906,20.900,0.001,24.029
24000,8,0.207,2.020,0.922,20.877,0.001,24.026
24000,8,0.206,2.028,0.865,20.880,0.001,23.980
24000,8,0.207,2.016,0.922,20.970,0.001,24.116
