size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,4,3.258,27.218,5.135,68.683,0.047,104.341
48000,4,3.271,27.235,4.949,69.275,0.047,104.778
48000,4,3.262,27.390,5.063,68.536,0.047,104.298
48000,4,3.259,27.368,4.856,69.130,0.009,104.622
48000,4,3.256,27.198,4.843,68.953,0.047,104.297
48000,4,3.254,27.401,4.940,68.856,0.047,104.498
48000,4,3.258,27.432,5.023,69.223,0.046,104.982
