size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,8,3.142,9.773,6.339,81.039,0.047,100.339
48000,8,3.132,9.683,6.512,82.962,0.010,102.298
48000,8,3.143,9.724,6.503,83.581,0.010,102.961
48000,8,3.148,9.734,6.300,83.288,0.047,102.518
48000,8,3.141,9.670,6.009,81.466,0.047,100.334
48000,8,3.147,9.784,6.387,81.453,0.047,100.818
48000,8,3.135,9.707,6.423,83.066,0.047,102.378
