size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,1,6.284,338.657,4.374,27.466,0.010,376.791
48000,1,6.235,338.372,5.128,26.861,0.049,376.645
48000,1,6.215,337.260,4.717,27.245,0.010,375.447
48000,1,6.192,337.793,4.749,27.014,0.005,375.754
48000,1,6.242,338.286,4.664,27.178,0.010,376.381
48000,1,6.236,338.089,4.618,27.455,0.003,376.401
48000,1,6.228,339.333,5.130,27.206,0.049,377.946
