size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,1,4.616,243.679,2.641,19.026,0.009,269.972
41000,1,4.674,243.154,2.439,19.825,0.005,270.097
41000,1,4.556,242.941,2.420,19.456,0.002,269.376
41000,1,4.540,242.487,2.443,19.604,0.002,269.076
41000,1,4.631,242.623,2.428,19.502,0.004,269.188
41000,1,4.607,242.946,2.423,19.617,0.003,269.596
41000,1,4.631,242.957,2.417,19.514,0.003,269.522
