size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,4,2.335,19.380,2.277,53.412,0.001,77.405
41000,4,1.775,19.494,2.731,53.350,0.001,77.351
41000,4,1.812,19.410,2.408,53.408,0.001,77.040
41000,4,0.932,19.457,2.372,53.940,0.001,76.701
41000,4,0.926,19.354,2.409,53.251,0.001,75.942
41000,4,0.983,19.517,2.407,53.231,0.001,76.140
41000,4,0.918,19.337,2.459,53.195,0.001,75.910
