size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,8,2.323,6.767,3.305,63.064,0.001,75.461
41000,8,1.745,6.762,3.581,63.241,0.001,75.329
41000,8,0.750,6.847,3.002,62.847,0.001,73.446
41000,8,0.670,6.746,2.835,62.899,0.001,73.151
41000,8,0.668,6.760,2.840,63.058,0.001,73.326
41000,8,0.670,6.782,2.817,62.931,0.001,73.202
41000,8,0.670,6.810,2.807,62.821,0.001,73.108
