size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
24000,1,1.950,88.613,1.262,10.034,0.046,101.905
24000,1,1.163,88.531,1.261,10.019,0.001,100.975
24000,1,1.144,88.504,1.279,10.051,0.001,100.979
24000,1,1.125,88.555,1.271,10.081,0.001,101.033
24000,1,1.123,88.338,1.266,10.043,0.001,100.772
24000,1,1.129,88.795,1.273,10.067,0.001,101.265
24000,1,1.130,88.563,1.272,10.040,0.001,101.006
