size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
24000,4,0.945,7.659,0.919,26.766,0.046,36.335
24000,4,0.378,7.675,0.932,26.843,0.001,35.828
24000,4,0.384,7.634,0.941,26.852,0.001,35.812
24000,4,0.383,7.708,0.920,26.880,0.001,35.892
24000,4,0.386,7.691,0.920,26.619,0.001,35.617
24000,4,0.421,7.674,0.923,26.869,0.046,35.932
24000,4,0.384,7.679,0.924,26.772,0.001,35.760
