size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
48000,4,3.217,27.152,5.105,72.525,0.009,108.008
48000,4,3.230,27.269,5.046,72.706,0.047,108.297
48000,4,3.214,27.218,5.149,72.413,0.009,108.003
48000,4,3.214,27.204,5.072,72.058,0.009,107.558
48000,4,3.248,27.230,5.127,71.832,0.047,107.484
48000,4,3.225,27.245,5.222,72.144,0.047,107.883
48000,4,3.194,27.272,5.095,72.649,0.047,108.257
