size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,1,4.843,242.435,2.541,18.344,0.047,268.210
41000,1,4.696,242.377,2.107,18.924,0.003,268.106
41000,1,4.671,242.520,2.084,18.639,0.002,267.916
41000,1,4.725,242.775,2.083,18.674,0.005,268.262
41000,1,4.685,241.413,2.050,18.732,0.003,266.883
41000,1,4.645,242.178,2.081,18.625,0.002,267.532
41000,1,4.686,242.037,2.077,18.704,0.002,267.506
