size_graph,NP,read_time,tarjan_time,communication_time,aggregation_time,write_time,global_time
41000,2,2.992,77.618,2.304,40.269,0.001,123.184
41000,2,2.150,77.874,2.309,40.760,0.001,123.094
41000,2,2.350,77.623,2.387,40.532,0.001,122.893
41000,2,2.174,77.643,2.475,40.384,0.001,122.677
41000,2,2.155,77.537,2.482,41.345,0.001,123.520
41000,2,2.359,77.625,2.531,40.485,0.001,123.001
41000,2,2.139,77.577,2.504,40.946,0.001,123.166
